Cle,Zone,region_fr,province_fr,cercle_fr,commune_fr,nom_fr,nom_ar,type_localite,caractere_zone,milieu,population,menage,total_menages_sd,Longitude,Latitude
Sidi Ouaaziz - Tizzirt Tissafine,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Tizzirt Tissafine,تزيرط تيسافين,douar,,rural,67,16,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Zaouiat Sidi Ouaaziz,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Zaouiat Sidi Ouaaziz,زاوية سيدي واعزيز,douar,,rural,121,26,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Tagadirt Nidalane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Tagadirt Nidalane,تكاديرت نيضالان,douar,,rural,135,32,,-8.313026,30.729407
Sidi Ouaaziz - Ait Ali Ouhammou,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Ait Ali Ouhammou,أيت علي أوهمو,douar,,rural,227,48,11,-8.340331299999999,30.7094386
Sidi Ouaaziz - Lekhrarib,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Lekhrarib,الخراريب,sous-douar,,rural,39,11,0,-8.340331299999999,30.7094386
Sidi Ouaaziz - Bidgane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Bidgane,بيدكان,douar,,rural,60,12,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Taghezrift,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Taghezrift,تاغزريفت,douar,,rural,50,10,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Tassila,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Tassila,تسيلا,douar,,rural,22,4,,-8.35014,30.769185
Sidi Ouaaziz - Sidi Ouaaziz,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Sidi Ouaaziz,سيدي واعزيز,douar,,rural,1097,232,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Taddaft,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Taddaft,تضافت,douar,,rural,13,3,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Ait Youssef,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Ait Youssef,أيت يوسف,douar,,rural,102,20,,-8.313953,30.718959
Sidi Ouaaziz - Bousnous,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Bousnous,بوسنوس,douar,,rural,54,10,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Ichoukhra,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Ichoukhra,إشوخرا,douar,,rural,108,24,,-8.315927,30.716184
Sidi Ouaaziz - Start Ntouloua,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Start Ntouloua,سطارت نتولوا,douar,,rural,106,23,,-8.313332,30.717436
Sidi Ouaaziz - Takhfaft,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Takhfaft,تخفافت,douar,,rural,81,17,,-8.28107,30.853192
Sidi Ouaaziz - Tigmmi Laafit,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Tigmmi Laafit,تيكمي العفيت,douar,,rural,34,12,,-8.340331299999999,30.7094386
Sidi Ouaaziz - Boudnas,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Boudnas,بودناس,douar,,rural,49,6,,-8.335886,30.733639
Sidi Ouaaziz - Takeltemt Tametmazer,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Sidi Ouaaziz,Takeltemt Tametmazer,تكلتمت تامتمازر,douar,,rural,46,11,,-8.340331299999999,30.7094386
Tafingoult - Agadir Noumzil,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Agadir Noumzil,أكادير نومزيل,douar,,rural,207,35,,-8.480393,30.782381
Tafingoult - Ait Maala,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ait Maala,أيت معلا,douar,,rural,800,136,,-8.421081,30.761227
Tafingoult - Ait Ouaabdi,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ait Ouaabdi,أيت واعبدي,douar,,rural,157,39,,-8.388272299999999,30.7648281
Tafingoult - Ait Youssef,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ait Youssef,أيت يوسف,douar,,rural,340,60,,-8.443465,30.770068
Tafingoult - Amsekrar,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Amsekrar,أمسكرار,douar,,rural,150,37,,-8.388272299999999,30.7648281
Tafingoult - Rkount,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Rkount,ركونت,douar,,rural,46,5,,-8.367961,30.830678
Tafingoult - Ain Agram,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ain Agram,عين أكرام,douar,,rural,107,21,,-8.388272299999999,30.7648281
Tafingoult - Azrou Taouinekht,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Azrou Taouinekht,أزرو تاوينخت,douar,,rural,68,12,,-8.388272299999999,30.7648281
Tafingoult - Fernat Taouinekht,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Fernat Taouinekht,فرناط تاوينخت,douar,,rural,124,20,,-8.388272299999999,30.7648281
Tafingoult - Kounst,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Kounst,كونست,douar,,rural,21,5,,-8.350416,30.813146
Tafingoult - Idaghasne,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Idaghasne,إداغاسن,douar,,rural,200,42,,-8.388272299999999,30.7648281
Tafingoult - Ifesfas,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ifesfas,إفسفاس,douar,,rural,300,57,,-8.388272299999999,30.7648281
Tafingoult - Mssouna,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Mssouna,مسونة,douar,,rural,177,39,,-8.363488,30.807199
Tafingoult - Igrane Taouinekht,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Igrane Taouinekht,إكران تاوينخت,douar,,rural,177,34,,-8.388272299999999,30.7648281
Tafingoult - Mezdiout,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Mezdiout,مزديوت,douar,,rural,44,8,,-8.388272299999999,30.7648281
Tafingoult - Tafingoult,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tafingoult,تافنكولت,douar,,rural,1213,246,212,-8.388272299999999,30.7648281
Tafingoult - Asdrem,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Asdrem,أسدرم,sous-douar,,rural,83,16,0,-8.388272299999999,30.7648281
Tafingoult - Lmetmour,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Lmetmour,المطمور,sous-douar,,rural,117,31,0,-8.388272299999999,30.7648281
Tafingoult - Taboutabt,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Taboutabt,تابوتابت,sous-douar,,rural,101,20,0,-8.389929,30.762846
Tafingoult - Ait Addi,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ait Addi,أيت عدي,sous-douar,,rural,110,22,0,-8.383718,30.762857
Tafingoult - Ait Hammou,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ait Hammou,أيت همو,sous-douar,,rural,144,28,0,-8.383208,30.767413
Tafingoult - Ait Merri,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Ait Merri,أيت مري,sous-douar,,rural,58,11,0,-8.391059,30.774246
Tafingoult - Tagadirt Ntafingoult,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tagadirt Ntafingoult,تكاديرت نتافنكولت,sous-douar,,rural,59,11,0,-8.388272299999999,30.7648281
Tafingoult - Tifikest,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tifikest,تيفيكست,sous-douar,,rural,160,32,0,-8.388272299999999,30.7648281
Tafingoult - Toukhribine,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Toukhribine,توخريبين,sous-douar,,rural,164,32,0,-8.387978,30.769916
Tafingoult - Zaouit Iguerd Nighil,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Zaouit Iguerd Nighil,زاويت إكرد نيغيل,sous-douar,,rural,37,9,0,-8.388272299999999,30.7648281
Tafingoult - Tagadirt Achbarou,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tagadirt Achbarou,تكاديرت أشبارو,douar,,rural,522,95,,-8.470388,30.754013
Tafingoult - Taourirt Achbarou,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Taourirt Achbarou,تاوريرت أشبارو,douar,,rural,162,27,,-8.478815,30.758908
Tafingoult - Taguentaft,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Taguentaft,تاكنتافت,douar,,rural,260,54,,-8.388272299999999,30.7648281
Tafingoult - Tajgalt,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tajgalt,تجكالت,douar,,rural,327,63,,-8.3821067,30.7930339
Tafingoult - Tamoumant,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tamoumant,تامومانت,douar,,rural,120,20,,-8.435627,30.767926
Tafingoult - Targa Nizrane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Targa Nizrane,تاركا نيزران,douar,,rural,100,15,,-8.368042,30.843397
Tafingoult - Targa Lhenna,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Targa Lhenna,تاركا الحنا,douar,,rural,489,94,,-8.388272299999999,30.7648281
Tafingoult - Tighboula,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tighboula,تيغبولا,douar,,rural,48,7,,-8.4852,30.785341
Tafingoult - Tingouliane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Tingouliane,تينكوليان,douar,,rural,130,35,,-8.388272299999999,30.7648281
Tafingoult - Zaouit Iguer Nbziz,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Zaouit Iguer Nbziz,زاويت إكر نبزيز,douar,,rural,96,18,,-8.388272299999999,30.7648281
Tafingoult - Imedjarene,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tafingoult,Imedjarene,إمدجارن,douar,,rural,35,4,,-8.388272299999999,30.7648281
Talgjount - Abouziane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Abouziane,أبوزيان,douar,,rural,75,41,,-8.515452,30.788825
Talgjount - Lmeghzene,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Lmeghzene,المغزن,douar,,rural,202,36,,,
Talgjount - Ida Oublal,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Ida Oublal,إدا أوبلال,douar,,rural,460,95,15,,
Talgjount - Tikhorba,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tikhorba,تيخوربا,sous-douar,,rural,160,15,0,-8.558202,30.760438
Talgjount - Imzine,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Imzine,إمزين,douar,,rural,77,16,,-8.627813,30.776333
Talgjount - Indermas,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Indermas,إندرماس,douar,,rural,112,20,,-8.546352299999999,30.724183
Talgjount - Ouzighimt,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Ouzighimt,أوزيغيمت,douar,,rural,155,29,,-8.596485,30.775564
Talgjount - Sinss,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Sinss,سينس,douar,,rural,247,50,,-8.543186,30.701224
Talgjount - Taghouacht,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Taghouacht,تغواشت,douar,,rural,87,18,,-8.585369,30.771572
Talgjount - Takheznit,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Takheznit,تخزنيت,douar,,rural,53,7,,,
Talgjount - Takoucht,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Takoucht,تكوشت,douar,,rural,153,25,9,-8.606364,30.779729
Talgjount - Afouda,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Afouda,أفودا,sous-douar,,rural,40,9,0,-8.606788,30.778528
Talgjount - Talat Nheqqi,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Talat Nheqqi,تلات نحقي,douar,,rural,120,20,,,
Talgjount - Tiferki,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tiferki,تيفركي,douar,,rural,112,21,,-8.621962,30.753631
Talgjount - Tilikent,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tilikent,تيليكنت,douar,,rural,184,35,,,
Talgjount - Tineghlat,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tineghlat,تينغلات,douar,,rural,75,12,,-8.51754,30.810666
Talgjount - Tirzat,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tirzat,تيرزاط,douar,,rural,143,24,,-8.603272,30.752081
Talgjount - Toudma,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Toudma,تودما,douar,,rural,7,1,,-8.515217,30.790715
Talgjount - Tougoukht,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tougoukht,توكوخت,douar,,rural,150,16,,-8.516864,30.78443
Talgjount - Zaouiat Bounchibikne,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Zaouiat Bounchibikne,زاوية بونشيبيكن,douar,,rural,48,8,,,
Talgjount - Zaouiat Lmaaden,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Zaouiat Lmaaden,زاوية المعدن,douar,,rural,80,8,,,
Talgjount - Sarourt,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Sarourt,سارورت,douar,,rural,23,4,,-8.613731,30.789867
Talgjount - Zaouiat Lalla Rkia,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Zaouiat Lalla Rkia,زاوية لالة رقية,douar,,rural,170,24,,-2.2999051,34.9297601
Talgjount - Aafir,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Aafir,أعفير,douar,,rural,28,6,,-8.567789,30.77084
Talgjount - Taourirt Ouzrou,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Taourirt Ouzrou,تاوريرت أوزرو,douar,,rural,98,15,,-8.516269,30.777098
Talgjount - Tabgourt,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tabgourt,تابكورت,douar,,rural,68,15,,-8.511652,30.762003
Talgjount - Iguer Oufella,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Iguer Oufella,إكر أوفلا,douar,,rural,340,62,,-8.54645,30.738724
Talgjount - Tibbit,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tibbit,تيبيت,douar,,rural,200,41,,,
Talgjount - Tabouqchacht,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tabouqchacht,تبوقشاشت,douar,,rural,33,7,,,
Talgjount - Lekhmis,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Lekhmis,الخميس,douar,,rural,25,6,,,
Talgjount - Ait Sidi Bouzid,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Ait Sidi Bouzid,أيت سيدي بوزيد,douar,,rural,112,15,,-8.560432,30.700261
Talgjount - Taouguensim,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Taouguensim,تاوكنسيم,douar,,rural,130,30,,-8.5539045,30.71298759999999
Talgjount - Tinzinert,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tinzinert,تينزينرت,douar,,rural,56,11,,-8.51605,30.756346
Talgjount - Bikhfaoune,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Bikhfaoune,بيخفاون,douar,,rural,7,1,,-8.515135,30.760549
Talgjount - Tiznirine,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tiznirine,تيزنيرين,douar,,rural,59,57,,-8.589788,30.746523
Talgjount - Igui Lmahlat,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Igui Lmahlat,إكي المحلات,douar,,rural,80,17,,,
Talgjount - Iguiane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Iguiane,إكيان,douar,,rural,130,19,,-8.628345,30.777723
Talgjount - Tahendourt,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tahendourt,تحندورت,douar,,rural,58,10,,-9.005752,30.6022592
Talgjount - Touzzoumtane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Touzzoumtane,توزومطان,douar,,rural,137,36,,-8.5509865,30.7276207
Talgjount - Zaouiat Ihchach,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Zaouiat Ihchach,زاوية إحشاش,douar,,rural,200,35,,-8.540832,30.694943
Talgjount - Afza,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Afza,أفزا,douar,,rural,161,30,,-8.523715,30.790707
Talgjount - Bouzgar,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Bouzgar,بوزكار,douar,,rural,96,14,,-8.525318,30.754562
Talgjount - Tizgui,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Talgjount,Tizgui,تيزكي,douar,,rural,108,15,,-8.51794,30.813996
Tigouga - Adqi,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Adqi,أدقي,douar,,rural,94,18,,,
Tigouga - Akhferga,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Akhferga,أخفركا,douar,,rural,70,17,,-8.8324854,30.87309489999999
Tigouga - Aguerd Ourigh,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Aguerd Ourigh,أكرض أوريغ,douar,,rural,203,33,,-8.586878,30.801857
Tigouga - Lkhomss,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Lkhomss,الخمس,douar,,rural,151,23,16,,
Tigouga - Azgour,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Azgour,أزكور,sous-douar,,rural,51,6,0,-8.572222,30.829028
Tigouga - Talkounssit,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Talkounssit,تلكونسيت,sous-douar,,rural,20,5,0,,
Tigouga - Amzrare,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Amzrare,أمزرار,sous-douar,,rural,20,5,0,-8.57734,30.829129
Tigouga - Amendar,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Amendar,أمندار,douar,,rural,280,32,22,-8.58034,30.84982
Tigouga - Fiyil,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Fiyil,فييل,sous-douar,,rural,70,22,0,-8.576089,30.846732
Tigouga - Amatiter,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Amatiter,أماتيتر,douar,,rural,213,30,,-8.618255,30.809729
Tigouga - Amgrniss,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Amgrniss,أمكرنيس,douar,,rural,120,30,,-8.556038,30.870617
Tigouga - Iherfach,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Iherfach,إحرفاش,douar,,rural,92,16,,,
Tigouga - Imsker,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Imsker,إمسكر,douar,,rural,127,21,,-8.620594,30.844897
Tigouga - Imerguene,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Imerguene,إمركن,douar,,rural,257,55,21,-8.606033,30.839805
Tigouga - Glaou,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Glaou,كلاو,sous-douar,,rural,43,7,0,-8.608861,30.836523
Tigouga - Tissoumar,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Tissoumar,تيسومار,sous-douar,,rural,58,14,0,-8.60824,30.841754
Tigouga - Ighil,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Ighil,إغيل,douar,,rural,150,26,4,-8.624836,30.846702
Tigouga - Aglioua,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Aglioua,أكليوا,sous-douar,,rural,18,4,0,-8.626798,30.847107
Tigouga - Kma,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Kma,كما,douar,,rural,87,13,2,-8.574192,30.790767
Tigouga - Izeroualene,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Izeroualene,إ زروالن,sous-douar,,rural,6,2,0,,
Tigouga - Megdout,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Megdout,مكدوت,douar,,rural,130,27,,-8.616491,30.843798
Tigouga - Manzanit,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Manzanit,مانزانيت,douar,,rural,105,23,,-8.615754,30.851043
Tigouga - Taddart,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Taddart,تدارت,douar,,rural,90,21,14,-8.580842,30.868371
Tigouga - Aguerd Oussaka,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Aguerd Oussaka,أكرض أوساكا,sous-douar,,rural,30,8,0,-8.577795,30.86754
Tigouga - Tighiltane,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Tighiltane,تيغيلتان,sous-douar,,rural,30,6,0,-8.579651,30.868458
Tigouga - Talmoudaat,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Talmoudaat,تلموضعت,douar,,rural,80,12,,,
Tigouga - Tamsoult,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Tamsoult,تمسولت,douar,,rural,140,32,,-8.609159,30.849345
Tigouga - Tarkout,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Tarkout,تركوت,douar,,rural,270,50,,-8.618583,30.858648
Tigouga - Tasdout,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Tasdout,تسدوت,douar,,rural,49,9,,-8.610536,30.845874
Tigouga - Tazloumt,10-30Km zone a risque tres eleve,Souss-Massa,Taroudannt,Oulad Berhil,Tigouga,Tazloumt,تزلومت,douar,,rural,250,64,12,-8.606285000000002,30.808782
